alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a603,polish_research_units_hs,HS,0.4668948743356454,0.0677656719427883,0.003741714774428052,0.4,Cl2,2
a604,polish_research_units_hs,HS,0.49833348346995765,0.29135877799438437,0.007162711139619414,0.89,Cl4,4
a607,polish_research_units_hs,HS,0.45653544725700385,0.49301142269128745,0.005772931366260423,1.0,Cl3,3
a609,polish_research_units_hs,HS,0.3844698675794973,0.7432712643559288,0.013149454778704297,0.82,Cl3,3
a612,polish_research_units_hs,HS,0.4840104495090532,0.26349754637074885,0.005238400684199273,0.72,Cl3,3
a614,polish_research_units_hs,HS,0.4273488874876137,0.483021092420897,0.004810776138550353,0.91,Cl3,3
a616,polish_research_units_hs,HS,0.4311323304206828,0.34842052464746853,0.0054522129570237325,0.7,Cl4,4
a617,polish_research_units_hs,HS,0.41266552562832176,0.2912708713615703,0.002993371819542442,0.67,Cl3,3
a618,polish_research_units_hs,HS,0.3816773263669939,0.1680671399835563,0.0,0.35,Cl2,2
a626,polish_research_units_hs,HS,0.39302765516620125,0.4316577639655199,0.002245028864656831,0.78,Cl3,3
a630,polish_research_units_hs,HS,0.44482479055940904,0.6292873874665826,0.014432328415651058,0.79,Cl3,3
a632,polish_research_units_hs,HS,0.49274840104495093,0.46250265012643044,0.011332050459696387,1.0,Cl3,3
a633,polish_research_units_hs,HS,0.39167642554724796,0.45928630156111844,0.006628180457558263,0.9,Cl3,3
a636,polish_research_units_hs,HS,0.370056751643996,0.03528158562881683,0.0,0.38,Cl2,2
a637,polish_research_units_hs,HS,0.394739212683542,0.027406185524363066,0.0,0.2,Cl2,2
a638,polish_research_units_hs,HS,0.40834159084767135,0.283002476898654,0.0023519350010690614,0.78,Cl3,3
a642,polish_research_units_hs,HS,0.42059273939284747,0.1337732112292967,0.00042762454564892024,0.4,Cl2,2
a647,polish_research_units_hs,HS,0.40392757409242414,0.1417675438369694,0.002245028864656831,0.6,Cl3,3
a648,polish_research_units_hs,HS,0.3745608503738402,0.09232264836829776,0.0033140902287791315,0.3,Cl2,2
a649,polish_research_units_hs,HS,0.3079001891721466,0.2240274682372652,0.004917682274962583,0.25,Cl2,2
a650,polish_research_units_hs,HS,0.4642824970723358,0.1405006541287677,0.00042762454564892024,0.12,Cl2,2
a651,polish_research_units_hs,HS,0.34231150346815603,0.008790663281399474,0.0,0.1,Cl2,2
a652,polish_research_units_hs,HS,0.38717232681740377,0.3838158718011035,0.00032071840923669016,0.27,Cl3,3
a655,polish_research_units_hs,HS,0.4015854427529051,0.3237135898483352,0.0010690613641223005,0.6,Cl3,3
a659,polish_research_units_hs,HS,0.43545626520133324,0.19054021211353403,0.0053453068206115026,0.45,Cl3,3
a662,polish_research_units_hs,HS,0.4572561030537789,0.46893534725705455,0.004383151592901432,0.85,Cl3,3
a663,polish_research_units_hs,HS,0.39663093415007655,0.6515743043741307,0.004276245456489202,0.98,Cl3,3
a664,polish_research_units_hs,HS,0.4561751193586163,0.43122340177985075,0.005666025229848193,0.75,Cl3,3
a668,polish_research_units_hs,HS,0.382397982163769,0.08607610646010333,0.002138122728244601,0.36,Cl2,2
a669,polish_research_units_hs,HS,0.4112242140347716,0.36350943962107074,0.0072696172760316445,0.55,Cl3,3
a670,polish_research_units_hs,HS,0.4498693811368345,0.19513204093346503,0.0053453068206115026,0.75,Cl3,3
a671,polish_research_units_hs,HS,0.47761462931267457,0.28181315186646466,0.011118238186871927,0.6,Cl3,3
a675,polish_research_units_hs,HS,0.3620394559048734,0.10082890783765197,0.006200555911909343,0.5,Cl2,2
a677,polish_research_units_hs,HS,0.36050806233672644,0.7191641630512909,0.005986743639084884,0.77,Cl2,2
a680,polish_research_units_hs,HS,0.3265471579137015,0.26534358565984273,0.0013897797733589908,0.36,Cl2,2
a681,polish_research_units_hs,HS,0.36591298081253937,0.2913122391887769,0.009193927731451784,0.63,Cl2,2
a682,polish_research_units_hs,HS,0.3413206017475903,0.2656952121910987,0.0006414368184733803,0.4,Cl2,2
a709,polish_research_units_hs,HS,0.408611836771462,0.3036088258259345,0.0054522129570237325,0.86,Cl3,3
a713,polish_research_units_hs,HS,0.4118547878569498,0.20975039687259228,0.0012828736369467607,0.4,Cl2,2
a714,polish_research_units_hs,HS,0.49950454913971715,0.46881124377543476,0.006200555911909343,0.73,Cl4,4
a716,polish_research_units_hs,HS,0.4599585622916854,0.17171267975613666,0.001710498182595681,0.38,Cl2,2
a717,polish_research_units_hs,HS,0.4986938113683452,0.25432940166608925,0.04329698524695317,0.71,Cl3,3
a718,polish_research_units_hs,HS,0.37537158814521215,0.23978861040297436,0.0012828736369467607,0.55,Cl3,3
a720,polish_research_units_hs,HS,0.4484280695432844,0.16662960798812745,0.0023519350010690614,0.43,Cl3,3
a729,polish_research_units_hs,HS,0.3596072425907576,0.029247053835056134,0.00021381227282446012,0.2,Cl2,2
a730,polish_research_units_hs,HS,0.31330510764795966,0.2601932911726228,0.00021381227282446012,0.65,Cl2,2
a732,polish_research_units_hs,HS,0.3081704350959373,0.27138328843200427,0.011652768868933077,0.42,Cl2,2
a733,polish_research_units_hs,HS,0.33654625709395547,0.0517097840082322,0.001710498182595681,0.35,Cl2,2
a735,polish_research_units_hs,HS,0.41275560760291863,0.13447646429180865,0.0,0.1,Cl2,2
a736,polish_research_units_hs,HS,0.4343752815061706,0.10753049584511885,0.001710498182595681,0.43,Cl3,3
a737,polish_research_units_hs,HS,0.39347806503918564,0.12668379984176809,0.00042762454564892024,0.36,Cl2,2
a738,polish_research_units_hs,HS,0.3080803531213404,0.04480652784313321,0.00032071840923669016,0.31,Cl1,1
a739,polish_research_units_hs,HS,0.34041978200162143,0.0,0.0,0.18,Cl2,2
a740,polish_research_units_hs,HS,0.4098729844158184,0.2069270426657428,0.0010690613641223005,0.44,Cl3,3
a741,polish_research_units_hs,HS,0.4604089721646698,0.046021707767326656,0.0,0.06,Cl2,2
a742,polish_research_units_hs,HS,0.3881632285379696,0.44908913215469504,0.005238400684199273,0.76,Cl3,3
a746,polish_research_units_hs,HS,0.31069273038465006,0.13798755862596765,0.00032071840923669016,0.16,Cl1,1
a748,polish_research_units_hs,HS,0.3527610125213944,0.21006065557664166,0.0009621552277100704,0.48,Cl2,2
a749,polish_research_units_hs,HS,0.33699666696693986,0.028430039247726063,0.01892238614496472,0.05,Cl2,2
a758,polish_research_units_hs,HS,0.4159985586884064,0.1479106661771474,0.0012828736369467607,0.2,Cl2,2
a780,polish_research_units_hs,HS,0.432573642014233,0.05174598085703796,0.0026726534103057513,0.2,Cl2,2
a781,polish_research_units_hs,HS,0.397801999819836,0.2621789468785389,0.0,0.68,Cl3,3
a785,polish_research_units_hs,HS,0.3440230609854968,0.03257716392518629,0.0,0.26,Cl1,1
a786,polish_research_units_hs,HS,0.2871813350148635,0.04758334324437527,0.0,0.25,Cl2,2
a787,polish_research_units_hs,HS,0.43176290424286096,0.37853630285386297,0.002245028864656831,0.47,Cl2,2
a791,polish_research_units_hs,HS,0.3364561751193586,0.27686969651527765,0.0011759675005345307,0.46,Cl2,2
a792,polish_research_units_hs,HS,0.37077740744077103,0.48439657267551595,0.0019243104554201409,0.3,Cl2,2
a795,polish_research_units_hs,HS,0.4087920007206558,0.3679823359377828,0.0025657472738935213,0.55,Cl3,3
a797,polish_research_units_hs,HS,0.30501756598504637,0.1478899822635441,0.00032071840923669016,0.3,Cl2,2
a798,polish_research_units_hs,HS,0.280605350869291,0.16133452610568447,0.0,0.18,Cl2,2
a799,polish_research_units_hs,HS,0.35005855328348795,0.3025849721025715,0.033889245242676926,0.45,Cl2,2
