alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a679,polish_research_units_nz,NZ,0.4764154720909746,0.1326638231872819,0.011802148256199444,0.77,Cl2,2
a683,polish_research_units_nz,NZ,0.7174661648114039,0.20739821636293138,0.03023471688105026,0.47,Cl3,3
a684,polish_research_units_nz,NZ,0.5994234003363498,0.42948041876696397,0.038323829730804934,0.81,Cl3,3
a685,polish_research_units_nz,NZ,0.6142388083606951,0.563160139588988,0.009547805330857976,0.84,Cl3,3
a686,polish_research_units_nz,NZ,0.5845279090253863,0.4955292749127569,0.05489988065243336,0.85,Cl3,3
a687,polish_research_units_nz,NZ,0.6042283975334348,0.15414113997673515,0.004773902665428988,0.75,Cl2,2
a688,polish_research_units_nz,NZ,0.5765996636501962,0.4043311360992633,0.0074260708128895386,0.3,Cl2,2
a689,polish_research_units_nz,NZ,0.5838071594458237,0.4111516091508336,0.004243469035936879,0.78,Cl3,3
a690,polish_research_units_nz,NZ,0.5441659325698727,0.137700659170221,0.004773902665428988,0.64,Cl2,2
a691,polish_research_units_nz,NZ,0.690638263794346,0.1629468786351299,0.009149980108738893,0.33,Cl3,3
a692,polish_research_units_nz,NZ,0.6512372867782493,0.31475765800697947,0.035539053175971363,0.85,Cl3,3
a693,polish_research_units_nz,NZ,0.5790021622487387,0.6627762698720434,0.020686911550192283,1.0,Cl3,3
a694,polish_research_units_nz,NZ,0.5740369984784176,0.3431756494765413,0.001193475666357247,0.52,Cl2,2
a695,polish_research_units_nz,NZ,0.4353327460558981,0.4594532764637457,0.006497811961278345,0.75,Cl2,2
a696,polish_research_units_nz,NZ,0.4830623848802755,0.4999651027530051,0.004906511072802016,0.84,Cl3,3
a697,polish_research_units_nz,NZ,0.7696003843997757,0.20925164792555254,0.013128232329929717,0.69,Cl4,4
a698,polish_research_units_nz,NZ,0.40434051413470007,0.1847343931756495,0.0005304336294921099,0.52,Cl1,1
a699,polish_research_units_nz,NZ,0.6009449827820934,0.11307483520744475,0.001458692481103302,0.31,Cl2,2
a700,polish_research_units_nz,NZ,0.7326819892688395,0.7047615354788678,0.01763691818061265,0.83,Cl4,4
a701,polish_research_units_nz,NZ,0.6650116120765597,0.0999573478092284,0.017106484551120543,0.75,Cl3,3
a702,polish_research_units_nz,NZ,0.7298790742372067,0.32582396277626985,0.009282588516111922,0.72,Cl3,3
a703,polish_research_units_nz,NZ,0.6328982141427084,0.3005079488173711,0.0026521681474605493,0.3,Cl3,3
a704,polish_research_units_nz,NZ,0.6365820453271401,0.12323768902675455,0.0057021615170401805,0.5,Cl2,2
a705,polish_research_units_nz,NZ,0.5065267878593738,0.4078945327646375,0.010873889404588251,0.35,Cl2,2
